,Algorithm,Graph name,k,Found result,Time (perf)
321,Branching DFS Recursive,Petersen,2,False,1254600
322,Branching DFS Recursive,Petersen,3,False,2530000
323,Branching DFS Recursive,Petersen,4,False,7553900
324,Branching DFS Recursive,Petersen,5,False,15142700
325,Branching DFS Recursive,Petersen,6,True,9770300
326,Branching DFS Recursive,Petersen,7,True,5009200
327,Branching DFS Recursive,Petersen,8,True,2935800
328,Branching DFS Recursive,Petersen,9,True,2670900
329,Branching DFS Recursive,Petersen,10,True,2739500
330,Branching DFS Recursive,Petersen,1,False,937700
331,Branching DFS Recursive,Petersen,2,False,2291900
332,Branching DFS Recursive,Petersen,3,False,4466900
333,Branching DFS Recursive,Petersen,4,False,8445400
334,Branching DFS Recursive,Petersen,5,False,15340100
335,Branching DFS Recursive,Petersen,6,True,7033900
336,Branching DFS Recursive,Petersen,7,True,3228200
337,Branching DFS Recursive,Petersen,8,True,2212200
338,Branching DFS Recursive,Petersen,9,True,2593000
339,Branching DFS Recursive,Petersen,10,True,1304500
340,Branching DFS Recursive,Petersen,1,False,395000
341,Branching DFS Recursive,Petersen,2,False,1113600
342,Branching DFS Recursive,Petersen,3,False,2307000
343,Branching DFS Recursive,Petersen,4,False,4333100
344,Branching DFS Recursive,Petersen,5,False,8166200
345,Branching DFS Recursive,Petersen,6,True,3402300
346,Branching DFS Recursive,Petersen,7,True,1690600
347,Branching DFS Recursive,Petersen,8,True,1420400
348,Branching DFS Recursive,Petersen,9,True,2155000
349,Branching DFS Recursive,Petersen,10,True,2311400
350,Branching DFS Recursive,Petersen,1,False,949000
351,Branching DFS Recursive,Petersen,2,False,2322200
352,Branching DFS Recursive,Petersen,3,False,3367500
353,Branching DFS Recursive,Petersen,4,False,5367300
354,Branching DFS Recursive,Petersen,5,False,12261000
355,Branching DFS Recursive,Petersen,6,True,5979000
356,Branching DFS Recursive,Petersen,7,True,2208700
357,Branching DFS Recursive,Petersen,8,True,1265100
358,Branching DFS Recursive,Petersen,9,True,1509900
359,Branching DFS Recursive,Petersen,10,True,1160700
360,Branching DFS Recursive,Petersen,1,False,588200
361,Branching DFS Recursive,Petersen,2,False,2128400
362,Branching DFS Recursive,Petersen,3,False,2459500
363,Branching DFS Recursive,Petersen,4,False,8692200
364,Branching DFS Recursive,Petersen,5,False,12685000
365,Branching DFS Recursive,Petersen,6,True,6177000
366,Branching DFS Recursive,Petersen,7,True,3171600
367,Branching DFS Recursive,Petersen,8,True,1289600
368,Branching DFS Recursive,Petersen,9,True,1127700
369,Branching DFS Recursive,Petersen,10,True,1646300
370,Branching DFS Recursive,Petersen,1,False,413400
371,Branching DFS Recursive,Petersen,2,False,1703900
372,Branching DFS Recursive,Petersen,3,False,3350200
373,Branching DFS Recursive,Petersen,4,False,6394100
374,Branching DFS Recursive,Petersen,5,False,9752900
375,Branching DFS Recursive,Petersen,6,True,4574400
376,Branching DFS Recursive,Petersen,7,True,2041000
377,Branching DFS Recursive,Petersen,8,True,1677300
378,Branching DFS Recursive,Petersen,9,True,1163700
379,Branching DFS Recursive,Petersen,10,True,1556200
380,Branching DFS Recursive,Petersen,1,False,463000
381,Branching DFS Recursive,Petersen,2,False,1248100
382,Branching DFS Recursive,Petersen,3,False,3196100
383,Branching DFS Recursive,Petersen,4,False,6995700
384,Branching DFS Recursive,Petersen,5,False,9395300
385,Branching DFS Recursive,Petersen,6,True,4048900
386,Branching DFS Recursive,Petersen,7,True,1938900
387,Branching DFS Recursive,Petersen,8,True,1948900
388,Branching DFS Recursive,Petersen,9,True,1346800
389,Branching DFS Recursive,Petersen,10,True,1131700
390,Branching DFS Recursive,Petersen,1,False,510400
391,Branching DFS Recursive,Petersen,2,False,1173600
392,Branching DFS Recursive,Petersen,3,False,4741900
393,Branching DFS Recursive,Petersen,4,False,7684900
394,Branching DFS Recursive,Petersen,5,False,11169900
395,Branching DFS Recursive,Petersen,6,True,4111500
396,Branching DFS Recursive,Petersen,7,True,1632200
397,Branching DFS Recursive,Petersen,8,True,1405000
398,Branching DFS Recursive,Petersen,9,True,1823100
399,Branching DFS Recursive,Petersen,10,True,1167800
400,Branching DFS Recursive,Petersen,1,False,560800
401,Branching DFS Recursive,Petersen,2,False,1154200
402,Branching DFS Recursive,Petersen,3,False,2387500
403,Branching DFS Recursive,Petersen,4,False,5062600
404,Branching DFS Recursive,Petersen,5,False,18763400
405,Branching DFS Recursive,Petersen,6,True,7654700
406,Branching DFS Recursive,Petersen,7,True,2959400
407,Branching DFS Recursive,Petersen,8,True,1227800
408,Branching DFS Recursive,Petersen,9,True,1245100
409,Branching DFS Recursive,Petersen,10,True,1156300
410,Branching DFS Recursive,Petersen,1,False,936100
411,Branching DFS Recursive,Petersen,2,False,2503600
412,Branching DFS Recursive,Petersen,3,False,5660200
413,Branching DFS Recursive,Petersen,4,False,6620800
414,Branching DFS Recursive,Petersen,5,False,9156100
415,Branching DFS Recursive,Petersen,6,True,4222600
416,Branching DFS Recursive,Petersen,7,True,1708800
417,Branching DFS Recursive,Petersen,8,True,1169100
418,Branching DFS Recursive,Petersen,9,True,1257700
419,Branching DFS Recursive,Petersen,10,True,1571900
420,Branching DFS Recursive,Petersen,1,False,586900
421,Branching DFS Recursive,Petersen,2,False,1689200
422,Branching DFS Recursive,Petersen,3,False,3420100
423,Branching DFS Recursive,Petersen,4,False,7853900
424,Branching DFS Recursive,Petersen,5,False,12075100
425,Branching DFS Recursive,Petersen,6,True,3897300
426,Branching DFS Recursive,Petersen,7,True,2013600
427,Branching DFS Recursive,Petersen,8,True,1234800
428,Branching DFS Recursive,Petersen,9,True,2033100
429,Branching DFS Recursive,Petersen,10,True,1824400
430,Branching DFS Recursive,Petersen,1,False,654500
431,Branching DFS Recursive,Petersen,2,False,1879800
432,Branching DFS Recursive,Petersen,3,False,4413400
433,Branching DFS Recursive,Petersen,4,False,5167400
434,Branching DFS Recursive,Petersen,5,False,8841600
435,Branching DFS Recursive,Petersen,6,True,3781100
436,Branching DFS Recursive,Petersen,7,True,2021600
437,Branching DFS Recursive,Petersen,8,True,1283300
438,Branching DFS Recursive,Petersen,9,True,1613200
439,Branching DFS Recursive,Petersen,10,True,1146000
440,Branching DFS Recursive,Petersen,1,False,527600
441,Branching DFS Recursive,Petersen,2,False,1190000
442,Branching DFS Recursive,Petersen,3,False,2670300
443,Branching DFS Recursive,Petersen,4,False,4577300
444,Branching DFS Recursive,Petersen,5,False,9059400
445,Branching DFS Recursive,Petersen,6,True,3598600
446,Branching DFS Recursive,Petersen,7,True,1984300
447,Branching DFS Recursive,Petersen,8,True,2180900
448,Branching DFS Recursive,Petersen,9,True,2010100
449,Branching DFS Recursive,Petersen,10,True,1278500
450,Branching DFS Recursive,Petersen,1,False,671400
451,Branching DFS Recursive,Petersen,2,False,1942600
452,Branching DFS Recursive,Petersen,3,False,4013300
453,Branching DFS Recursive,Petersen,4,False,5784000
454,Branching DFS Recursive,Petersen,5,False,9050500
455,Branching DFS Recursive,Petersen,6,True,4629100
456,Branching DFS Recursive,Petersen,7,True,2231800
457,Branching DFS Recursive,Petersen,8,True,2102600
458,Branching DFS Recursive,Petersen,9,True,1754100
459,Branching DFS Recursive,Petersen,10,True,2569100
460,Branching DFS Recursive,Petersen,1,False,696700
461,Branching DFS Recursive,Petersen,2,False,1889800
462,Branching DFS Recursive,Petersen,3,False,2511700
463,Branching DFS Recursive,Petersen,4,False,4411800
464,Branching DFS Recursive,Petersen,5,False,9655900
465,Branching DFS Recursive,Petersen,6,True,6489100
466,Branching DFS Recursive,Petersen,7,True,3384100
467,Branching DFS Recursive,Petersen,8,True,2333700
468,Branching DFS Recursive,Petersen,9,True,2298300
469,Branching DFS Recursive,Petersen,10,True,2310200
470,Branching DFS Recursive,Petersen,1,False,926400
471,Branching DFS Recursive,Petersen,2,False,2359700
472,Branching DFS Recursive,Petersen,3,False,5305600
473,Branching DFS Recursive,Petersen,4,False,5443900
474,Branching DFS Recursive,Petersen,5,False,14453800
475,Branching DFS Recursive,Petersen,6,True,3805700
476,Branching DFS Recursive,Petersen,7,True,1764000
477,Branching DFS Recursive,Petersen,8,True,1144300
478,Branching DFS Recursive,Petersen,9,True,1757000
479,Branching DFS Recursive,Petersen,10,True,1573400
480,Branching DFS Recursive,Petersen,1,False,931000
481,Branching DFS Recursive,Petersen,2,False,1254000
482,Branching DFS Recursive,Petersen,3,False,2892500
483,Branching DFS Recursive,Petersen,4,False,4351600
484,Branching DFS Recursive,Petersen,5,False,15165300
485,Branching DFS Recursive,Petersen,6,True,5679700
486,Branching DFS Recursive,Petersen,7,True,3415400
487,Branching DFS Recursive,Petersen,8,True,2316800
488,Branching DFS Recursive,Petersen,9,True,1162600
489,Branching DFS Recursive,Petersen,10,True,1350500
490,Branching DFS Recursive,Petersen,1,False,417100
491,Branching DFS Recursive,Petersen,2,False,1120300
492,Branching DFS Recursive,Petersen,3,False,2478800
493,Branching DFS Recursive,Petersen,4,False,4825600
494,Branching DFS Recursive,Petersen,5,False,16368900
495,Branching DFS Recursive,Petersen,6,True,7272000
496,Branching DFS Recursive,Petersen,7,True,3364800
497,Branching DFS Recursive,Petersen,8,True,2422800
498,Branching DFS Recursive,Petersen,9,True,1137800
499,Branching DFS Recursive,Petersen,10,True,1047100
500,Branching DFS Recursive,Petersen,1,False,1061000
501,Branching DFS Recursive,Petersen,2,False,2569300
502,Branching DFS Recursive,Petersen,3,False,6198600
503,Branching DFS Recursive,Petersen,4,False,11085800
504,Branching DFS Recursive,Petersen,5,False,14421000
505,Branching DFS Recursive,Petersen,6,True,4763400
506,Branching DFS Recursive,Petersen,7,True,1623700
507,Branching DFS Recursive,Petersen,8,True,1279200
508,Branching DFS Recursive,Petersen,9,True,1157500
509,Branching DFS Recursive,Petersen,10,True,1167300
510,Branching DFS Recursive,Petersen,1,False,437600
511,Branching DFS Recursive,Petersen,2,False,1222700
512,Branching DFS Recursive,Petersen,3,False,4330400
513,Branching DFS Recursive,Petersen,4,False,7777000
514,Branching DFS Recursive,Petersen,5,False,11243800
515,Branching DFS Recursive,Petersen,6,True,7186600
516,Branching DFS Recursive,Petersen,7,True,3379200
517,Branching DFS Recursive,Petersen,8,True,2309300
518,Branching DFS Recursive,Petersen,9,True,2305000
519,Branching DFS Recursive,Petersen,10,True,2294700
520,Branching DFS Recursive,Petersen,1,False,877200
521,Branching DFS Recursive,Petersen,2,False,2308100
522,Branching DFS Recursive,Petersen,3,False,4775700
523,Branching DFS Recursive,Petersen,4,False,7033400
524,Branching DFS Recursive,Petersen,5,False,8003500
525,Branching DFS Recursive,Petersen,6,True,3583100
526,Branching DFS Recursive,Petersen,7,True,1950700
527,Branching DFS Recursive,Petersen,8,True,1643500
528,Branching DFS Recursive,Petersen,9,True,1492000
529,Branching DFS Recursive,Petersen,10,True,1248200
530,Branching DFS Recursive,Petersen,1,False,886800
531,Branching DFS Recursive,Petersen,2,False,2091200
532,Branching DFS Recursive,Petersen,3,False,4233100
533,Branching DFS Recursive,Petersen,4,False,7818100
534,Branching DFS Recursive,Petersen,5,False,10788400
535,Branching DFS Recursive,Petersen,6,True,4115900
536,Branching DFS Recursive,Petersen,7,True,3010400
537,Branching DFS Recursive,Petersen,8,True,2376600
538,Branching DFS Recursive,Petersen,9,True,2352500
539,Branching DFS Recursive,Petersen,10,True,2515000
540,Branching DFS Recursive,Petersen,1,False,942900
541,Branching DFS Recursive,Petersen,2,False,2395200
542,Branching DFS Recursive,Petersen,3,False,5137700
543,Branching DFS Recursive,Petersen,4,False,9703500
544,Branching DFS Recursive,Petersen,5,False,9735400
545,Branching DFS Recursive,Petersen,6,True,3090400
546,Branching DFS Recursive,Petersen,7,True,2887700
547,Branching DFS Recursive,Petersen,8,True,1875900
548,Branching DFS Recursive,Petersen,9,True,2061300
549,Branching DFS Recursive,Petersen,10,True,1882400
550,Branching DFS Recursive,Petersen,1,False,699400
551,Branching DFS Recursive,Petersen,2,False,1836500
552,Branching DFS Recursive,Petersen,3,False,4960100
553,Branching DFS Recursive,Petersen,4,False,7532100
554,Branching DFS Recursive,Petersen,5,False,13488000
555,Branching DFS Recursive,Petersen,6,True,5224700
556,Branching DFS Recursive,Petersen,7,True,2190000
557,Branching DFS Recursive,Petersen,8,True,1243100
558,Branching DFS Recursive,Petersen,9,True,1231300
559,Branching DFS Recursive,Petersen,10,True,1591400
560,Branching DFS Recursive,Petersen,1,False,962900
561,Branching DFS Recursive,Petersen,2,False,2401400
562,Branching DFS Recursive,Petersen,3,False,3652700
563,Branching DFS Recursive,Petersen,4,False,4976100
564,Branching DFS Recursive,Petersen,5,False,11326900
565,Branching DFS Recursive,Petersen,6,True,3895400
566,Branching DFS Recursive,Petersen,7,True,1749300
567,Branching DFS Recursive,Petersen,8,True,1389700
568,Branching DFS Recursive,Petersen,9,True,1172300
569,Branching DFS Recursive,Petersen,10,True,1129600
570,Branching DFS Recursive,Petersen,1,False,955500
571,Branching DFS Recursive,Petersen,2,False,2416200
572,Branching DFS Recursive,Petersen,3,False,3531000
573,Branching DFS Recursive,Petersen,4,False,4756000
574,Branching DFS Recursive,Petersen,5,False,11677200
575,Branching DFS Recursive,Petersen,6,True,3615500
576,Branching DFS Recursive,Petersen,7,True,2015100
577,Branching DFS Recursive,Petersen,8,True,1085500
578,Branching DFS Recursive,Petersen,9,True,718400
579,Branching DFS Recursive,Petersen,10,True,865800
580,Branching DFS Recursive,Petersen,1,False,373900
581,Branching DFS Recursive,Petersen,2,False,1236400
582,Branching DFS Recursive,Petersen,3,False,2889500
583,Branching DFS Recursive,Petersen,4,False,7260800
584,Branching DFS Recursive,Petersen,5,False,13060400
585,Branching DFS Recursive,Petersen,6,True,4841000
586,Branching DFS Recursive,Petersen,7,True,2586100
587,Branching DFS Recursive,Petersen,8,True,2579000
588,Branching DFS Recursive,Petersen,9,True,2418600
589,Branching DFS Recursive,Petersen,10,True,2379700
590,Branching DFS Recursive,Petersen,1,False,641800
591,Branching DFS Recursive,Petersen,2,False,1214500
592,Branching DFS Recursive,Petersen,3,False,2546800
593,Branching DFS Recursive,Petersen,4,False,6623200
594,Branching DFS Recursive,Petersen,5,False,8637900
595,Branching DFS Recursive,Petersen,6,True,5607300
596,Branching DFS Recursive,Petersen,7,True,3663600
597,Branching DFS Recursive,Petersen,8,True,2373600
598,Branching DFS Recursive,Petersen,9,True,2517300
599,Branching DFS Recursive,Petersen,10,True,2376500
600,Branching DFS Recursive,Petersen,1,False,919000
601,Branching DFS Recursive,Petersen,2,False,2670600
602,Branching DFS Recursive,Petersen,3,False,4408200
603,Branching DFS Recursive,Petersen,4,False,4955700
604,Branching DFS Recursive,Petersen,5,False,12762800
605,Branching DFS Recursive,Petersen,6,True,7916000
606,Branching DFS Recursive,Petersen,7,True,3809600
607,Branching DFS Recursive,Petersen,8,True,2489700
608,Branching DFS Recursive,Petersen,9,True,2559300
609,Branching DFS Recursive,Petersen,10,True,2466900
610,Branching DFS Recursive,Petersen,1,False,924600
611,Branching DFS Recursive,Petersen,2,False,1677300
612,Branching DFS Recursive,Petersen,3,False,2724600
613,Branching DFS Recursive,Petersen,4,False,9545000
614,Branching DFS Recursive,Petersen,5,False,16539200
615,Branching DFS Recursive,Petersen,6,True,7596200
616,Branching DFS Recursive,Petersen,7,True,2144600
617,Branching DFS Recursive,Petersen,8,True,1163000
618,Branching DFS Recursive,Petersen,9,True,1166600
619,Branching DFS Recursive,Petersen,10,True,1181000
620,Branching DFS Recursive,Petersen,1,False,946600
621,Branching DFS Recursive,Petersen,2,False,2372500
622,Branching DFS Recursive,Petersen,3,False,5301000
623,Branching DFS Recursive,Petersen,4,False,9670300
624,Branching DFS Recursive,Petersen,5,False,16988600
625,Branching DFS Recursive,Petersen,6,True,7551800
626,Branching DFS Recursive,Petersen,7,True,3684200
627,Branching DFS Recursive,Petersen,8,True,2406400
628,Branching DFS Recursive,Petersen,9,True,2536000
629,Branching DFS Recursive,Petersen,10,True,2407200
630,Branching DFS Recursive,Petersen,1,False,918300
631,Branching DFS Recursive,Petersen,2,False,2528200
632,Branching DFS Recursive,Petersen,3,False,5155900
633,Branching DFS Recursive,Petersen,4,False,9445500
634,Branching DFS Recursive,Petersen,5,False,16907700
635,Branching DFS Recursive,Petersen,6,True,6559800
636,Branching DFS Recursive,Petersen,7,True,3421300
637,Branching DFS Recursive,Petersen,8,True,2481500
638,Branching DFS Recursive,Petersen,9,True,2369200
639,Branching DFS Recursive,Petersen,10,True,2372000
640,Branching DFS Recursive,Petersen,1,False,1055900
641,Branching DFS Recursive,Petersen,2,False,2473300
642,Branching DFS Recursive,Petersen,3,False,5084900
643,Branching DFS Recursive,Petersen,4,False,9723100
644,Branching DFS Recursive,Petersen,5,False,17237000
645,Branching DFS Recursive,Petersen,6,True,7573500
646,Branching DFS Recursive,Petersen,7,True,3409600
647,Branching DFS Recursive,Petersen,8,True,1383000
648,Branching DFS Recursive,Petersen,9,True,1223000
649,Branching DFS Recursive,Petersen,10,True,1325100
650,Branching DFS Recursive,Petersen,1,False,999500
